title,price_from,wasPrice,location,sleeps,bedrooms,pets,customer_ratings,hot_tub,provider,date_scraped,url
The Borrowers,632,was £915,"Dartmouth, Devon",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Lower-Norton/The-Borrowers-1004315.html?_hsearch=220406624df79f7a2b6&_price=632&_display=1#duration=7&start=2022-08-19&changeover=5
Apartment B3,1224,was £1580,"Dawlish Warren, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Dawlish-Warren/Apartment-B3-946150.html?_hsearch=220406624df79f8ddb1&_price=1224&_display=1#duration=7&start=2022-08-20&changeover=6
215 Atlantic Bays,729,was £1011,"St Merryn, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Tregolds/215-Atlantic-Bays-1073202.html?_hsearch=220406624df79f92dee&_price=729&_display=1#duration=7&start=2022-08-20&changeover=6
Hoodgill Barn,1636,was £2263,"Newbiggin near Middleton-in-Teesdale, Yorkshire Dales - North",9,4,Yes,5.0,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Mickleton/Hoodgill-Barn-922717.html?_hsearch=220406624df79f979ef&_price=1636&_display=1#duration=7&start=2022-08-19&changeover=5
Dolphin Chalet,956,was £1315,"Dawlish Warren, Devon",6,2,Yes,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Dawlish-Warren/Dolphin-Chalet-1054147.html?_hsearch=220406624df79f9e12c&_price=956&_display=1#duration=7&start=2022-08-20&changeover=6
Whinswood Cottage,675,was £935,"Haworth, Yorkshire Dales - South",5,3,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Whins-Wood/Whinswood-Cottage-966701.html?_hsearch=220406624df79fa316f&_price=675&_display=1#duration=7&start=2022-08-19&changeover=5
The Little Clock House,1315,was £1887,"Dartmouth, Devon",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Dartmouth/The-Little-Clock-House-1075301.html?_hsearch=220406624df79fa91a0&_price=1315&_display=1#duration=7&start=2022-08-19&changeover=5
87 Stamford Road,654,was £906,"Southport, North Wales & Snowdonia",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Birkdale/87-Stamford-Road-1070246.html?_hsearch=220406624df79faf7dc&_price=654&_display=1#duration=7&start=2022-08-19&changeover=5
Ocean Swell,1221,was £1696,"Weymouth, Dorset",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Rodwell/Ocean-Swell-994710.html?_hsearch=220406624df79fb5d06&_price=1221&_display=1#duration=7&start=2022-08-19&changeover=5
Orchard Leigh,964,was £1326,"Bridge near Portreath, Cornwall",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Bridge/Orchard-Leigh-1054153.html?_hsearch=220406624df79fbcf3d&_price=964&_display=1#duration=7&start=2022-08-20&changeover=6
The Cowshed,2920,was £3566,"Porth, Newquay, Cornwall",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Tregustick-Fm/The-Cowshed-1045021.html?_hsearch=220406624df79fc3bc8&_price=2920&_display=1#duration=7&start=2022-08-19&changeover=5
Britannia Cottage,1097,was £1201,"Axminster, Devon",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Webble-Fm/Britannia-Cottage-1013194.html?_hsearch=220406624df79fcaab3&_price=1097&_display=1#duration=7&start=2022-08-19&changeover=5
Sandridge Boathouse,2519,was £3132,"Stoke Gabriel, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Sandridge/Sandridge-Boathouse-975918.html?_hsearch=220406624df79fd35ca&_price=2519&_display=1#duration=7&start=2022-08-19&changeover=5
Mulberry,921,was £1266,"South Lakeland Leisure Village, Cumbria & The Lake District",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Carnforth/Mulberry-1037903.html?_hsearch=220406624df79fdb258&_price=921&_display=1#duration=7&start=2022-08-19&changeover=5
The Pebbles,573,was £793,"Hornsea, Vale of York & Yorkshire Wolds",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Hornsea-Mere/The-Pebbles-1078008.html?_hsearch=220406624df79fe5d9f&_price=573&_display=1#duration=7&start=2022-08-19&changeover=5
Chalet H11,691,was £958,"St Merryn, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-St-Merryn/Chalet-H11-955710.html?_hsearch=220406624df79fee787&_price=691&_display=1#duration=7&start=2022-08-19&changeover=5
The Old Sweet Shop,876,was £1203,"Scalford, Leicestershire",6,3,Yes,4.8,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Leicestershire-Manor-Ho/The-Old-Sweet-Shop-973652.html?_hsearch=220406624df7a1144fd&_price=876&_display=1#duration=7&start=2022-08-19&changeover=5
Lodge Three,1333,was £1853,"Brighton near Summercourt, Cornwall",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Besowsa/Lodge-Three-1012905.html?_hsearch=220406624df7a1195ca&_price=1333&_display=1#duration=7&start=2022-08-19&changeover=5
Manorcombe 29,900,was £1110,"Callington, Cornwall",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Callington/Manorcombe-29-959919.html?_hsearch=220406624df7a11efda&_price=900&_display=1#duration=7&start=2022-08-20&changeover=6
47A Baxtergate,1225,was £1701,"Whitby, North York Moors & Coast",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-West-Pier/47A-Baxtergate-1061692.html?_hsearch=220406624df7a1246f5&_price=1225&_display=1#duration=7&start=2022-08-19&changeover=5
Cotswold Club Apartment (2 Bedroom),3269,was £4229,"Chipping Norton, Oxfordshire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Oxfordshire-Southcoombe/Cotswold-Club-Apartment-2-Bedroom-1036943.html?_hsearch=220406624df7a13df30&_price=3269&_display=1#duration=7&start=2022-08-19&changeover=5
75 Station Road,1389,was £1931,"Cark In Cartmel, Cumbria & The Lake District",9,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Cark/75-Station-Road-1015613.html?_hsearch=220406624df7a1456dd&_price=1389&_display=1#duration=7&start=2022-08-19&changeover=5
Chalet H1,708,was £982,"St Merryn, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-St-Merryn/Chalet-H1-955708.html?_hsearch=220406624df7a14a75f&_price=708&_display=1#duration=7&start=2022-08-20&changeover=6
Hazel Lodge,2215,was £3423,"Washford, Somerset",8,4,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Hungerford/Hazel-Lodge-16588.html?_hsearch=220406624df7a14f5d5&_price=2215&_display=1#duration=7&start=2022-08-19&changeover=5
Harbourfield,1920,was £2443,"Salcombe, Devon",8,4,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Salcombe/Harbourfield-995476.html?_hsearch=220406624df7a15571c&_price=1920&_display=1#duration=7&start=2022-08-20&changeover=6
Watermark Apartment,1038,was £1430,"Whitby, North York Moors & Coast",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Whitby/Watermark-Apartment-1015672.html?_hsearch=220406624df7a16404c&_price=1038&_display=1#duration=7&start=2022-08-19&changeover=5
37 Amberwood,1049,was £1445,"Berrynarbor, Devon",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Watermouth-Castle/37-Amberwood-1018198.html?_hsearch=220406624df7a169c6c&_price=1049&_display=1#duration=7&start=2022-08-20&changeover=6
North Shore Apartment,705,was £977,"Blackpool, Cumbria & The Lake District",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-North-Shore/North-Shore-Apartment-1037532.html?_hsearch=220406624df7a16e153&_price=705&_display=1#duration=7&start=2022-08-19&changeover=5
Oak Cottage,1832,,"Stretham, Cambridgeshire",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cambridgeshire-Gravel-Fm/Oak-Cottage-1038207.html?_hsearch=220406624df7a172e47&_price=1832&_display=1#duration=7&start=2022-08-22&changeover=1
Sea Nest,1067,was £1470,"Torquay, Devon",6,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Torre/Sea-Nest-1070405.html?_hsearch=220406624df7a17929b&_price=1067&_display=1#duration=7&start=2022-08-19&changeover=5
5 Prospect House,1839,was £2607,"Hallsands, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Hallsands/5-Prospect-House-995111.html?_hsearch=220406624df7a17f29a&_price=1839&_display=1#duration=7&start=2022-08-20&changeover=6
62 Esplanade,4651,was £5414,"Fowey, Cornwall",10,6,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Blockhouses/62-Esplanade-974191.html?_hsearch=220406624df7a1849cb&_price=4651&_display=1#duration=7&start=2022-08-20&changeover=6
5 Fairview Road,1307,was £1876,"Dartmouth, Devon",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Dartmouth/5-Fairview-Road-1059343.html?_hsearch=220406624df7a1894fa&_price=1307&_display=1#duration=7&start=2022-08-20&changeover=6
Kelbarrow,1760,was £2436,"Kelbarrow near Grasmere, Cumbria & The Lake District",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Grasmere/Kelbarrow-1073054.html?_hsearch=220406624df7a18f695&_price=1760&_display=1#duration=7&start=2022-08-20&changeover=6
Peggy's Locker,819,was £1163,"Dartmouth, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Dartmouth/Peggys-Locker-1053183.html?_hsearch=220406624df7a1948c9&_price=819&_display=1#duration=7&start=2022-08-18&changeover=4
The Old Clockmakers,569,was £787,"Norwich, Norfolk",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Norfolk-Thorpe-St-Andrew/The-Old-Clockmakers-938875.html?_hsearch=220406624df7a19a9f8&_price=569&_display=1#duration=7&start=2022-08-19&changeover=5
Swifts,1528,was £2126,"Ventnor, Isle of Wight",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Isle-of-Wight-St-Lawrence/Swifts-918526.html?_hsearch=220406624df7a2c8b28&_price=1528&_display=1#duration=7&start=2022-08-19&changeover=5
Two Hoots Huts,1146,was £1591,"Faringdon, Oxfordshire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Oxfordshire-Manor-Fm/Two-Hoots-Huts-1084933.html?_hsearch=220406624df7a2cf855&_price=1146&_display=1#duration=7&start=2022-08-19&changeover=5
Parkholme,735,was £1061,"Tebay, Cumbria & The Lake District",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Tebay-Service-Area/Parkholme-1075656.html?_hsearch=220406624df7a2d6647&_price=735&_display=1#duration=7&start=2022-08-19&changeover=5
Tithe Cottage,809,was £1109,"Cockermouth, Cumbria & The Lake District",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Ayrshire-and-Dumfries-Galloway-Brandlingill/Tithe-Cottage-972481.html?_hsearch=220406624df7a2e1162&_price=809&_display=1#duration=7&start=2022-08-20&changeover=6
Freyja Cottage,813,was £1115,"Scarborough, North York Moors & Coast",5,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Old-and-East-Harbours/Freyja-Cottage-1072343.html?_hsearch=220406624df7a2e7b3b&_price=813&_display=1#duration=7&start=2022-08-19&changeover=5
Cuthbert's Cottage,442,was £654,"Beal near Holy Island, Northumberland",5,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Beal/Cuthberts-Cottage-904067.html?_hsearch=220406624df7a2ebd91&_price=442&_display=1#duration=7&start=2022-08-19&changeover=5
3 Horsehold,609,was £843,"Hebden Bridge, Yorkshire Dales - South",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-South-Erringden-Grange/3-Horsehold-1010803.html?_hsearch=220406624df7a2f1657&_price=609&_display=1#duration=7&start=2022-08-19&changeover=5
Broom Cottage,888,was £1220,"Stoneleigh Holiday Village near Sidmouth, Devon",5,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Weston/Broom-Cottage-905337.html?_hsearch=220406624df7a304da9&_price=888&_display=1#duration=7&start=2022-08-20&changeover=6
Bumble Bee,1305,was £1813,"Kiveton Park, Peak District & Derbyshire Dales",11,6,Yes,4.5,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Lincolnshire-Wales/Bumble-Bee-1077687.html?_hsearch=220406624df7a30a8bc&_price=1305&_display=1#duration=7&start=2022-08-19&changeover=5
1 Manor Farm,969,was £1655,"Hook Norton, Oxfordshire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Northamptonshire-Hook-Norton/1-Manor-Farm-1084703.html?_hsearch=220406624df7a3140c2&_price=969&_display=1#duration=7&start=2022-08-19&changeover=5
The Lodge,558,was £772,"Bristol, Somerset",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-DorsetSomerset-East-Dundry/The-Lodge-1021936.html?_hsearch=220406624df7a319d78&_price=558&_display=1#duration=7&start=2022-08-20&changeover=6
The Goodwood Lodge,1541,was £2144,"Runcton near Chichester, Sussex",6,3,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Hampshire-Vinnetrow-Fm/The-Goodwood-Lodge-1077953.html?_hsearch=220406624df7a31fab1&_price=1541&_display=1#duration=7&start=2022-08-19&changeover=5
Oak Tree,994,was £1446,"Highampton near Halwill Junction, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Whiteleigh-Water/Oak-Tree-1014742.html?_hsearch=220406624df7a3245e8&_price=994&_display=1#duration=7&start=2022-08-20&changeover=6
Cosy Nook,1081,was £1252,"Alnwick, Northumberland",7,4,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Alnwick/Cosy-Nook-1522.html?_hsearch=220406624df7a329013&_price=1081&_display=1#duration=7&start=2022-08-20&changeover=6
The Edge Apartment,687,was £952,"Woodland, Yorkshire Dales - North",5,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-North-Edge-The/The-Edge-Apartment-1047556.html?_hsearch=220406624df7a32e8b2&_price=687&_display=1#duration=7&start=2022-08-19&changeover=5
Waltons Close,1990,was £2758,"Stainton, Cumbria & The Lake District",8,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Hoghouse-Hill/Waltons-Close-1054937.html?_hsearch=220406624df7a34388e&_price=1990&_display=1#duration=7&start=2022-08-19&changeover=5
Rivercrest,1036,was £1525,"Looe, Cornwall",6,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-West-Looe/Rivercrest-930027.html?_hsearch=220406624df7a3532f7&_price=1036&_display=1#duration=7&start=2022-08-19&changeover=5
Chalet 117,715,was £991,"Atlantic Bays Holiday Park near Padstow, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-St-Merryn/Chalet-117-955712.html?_hsearch=220406624df7a3576f0&_price=715&_display=1#duration=7&start=2022-08-19&changeover=5
Pitt Cottage,1839,was £2724,"Ringstead, Dorset",6,3,Yes,3.6,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Spring-Bottom-Hill/Pitt-Cottage-994553.html?_hsearch=220406624df7a35d16c&_price=1839&_display=1#duration=7&start=2022-08-20&changeover=6
Red Rose,777,was £1064,"Preston, Lancashire, Cumbria & The Lake District",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-River-Ribble/Red-Rose-1081961.html?_hsearch=220406624df7a36491d&_price=777&_display=1#duration=7&start=2022-08-19&changeover=5
"Hydeaway, 7 Grafton Towers",1359,was £1754,"Salcombe, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-South-Sands/Hydeaway-7-Grafton-Towers-995163.html?_hsearch=220406624df7a49f453&_price=1359&_display=1#duration=7&start=2022-08-19&changeover=5
Ashridge,1151,was £1598,"Lynton, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Lynbridge/Ashridge-1065802.html?_hsearch=220406624df7a4adb6e&_price=1151&_display=1#duration=7&start=2022-08-20&changeover=6
Fern Cottage,959,was £1054,"Akeld near Wooler, Northumberland",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Northumbria-Northumberland-Akeld/Fern-Cottage-1070411.html?_hsearch=220406624df7a4b1f37&_price=959&_display=1#duration=7&start=2022-08-20&changeover=6
The Lodge,3946,was £4150,"Snainton near Scarborough, North York Moors & Coast",17,8,Yes,4.4,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Snainton/The-Lodge-29746.html?_hsearch=220406624df7a4b7302&_price=3946&_display=1#duration=7&start=2022-08-19&changeover=5
Cotswold Club ( Apartment 2 Bedroom),3269,was £4229,"Chipping Norton, Oxfordshire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Oxfordshire-Southcoombe/Cotswold-Club-Apartment-2-Bedroom-1036606.html?_hsearch=220406624df7a4c7681&_price=3269&_display=1#duration=7&start=2022-08-22&changeover=1
The Hop Kiln,1317,was £1731,"Bockleton near Tenbury Wells, Worcestershire",8,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Herefordshire-Kyre-Green/The-Hop-Kiln-947005.html?_hsearch=220406624df7a4caa45&_price=1317&_display=1#duration=7&start=2022-08-19&changeover=5
Treehouse Lodge,1409,was £1854,"St. Ann's Chapel, Cornwall",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Honicombe/Treehouse-Lodge-1039114.html?_hsearch=220406624df7a4ce40b&_price=1409&_display=1#duration=7&start=2022-08-20&changeover=6
Bluebell Cottage,1543,was £2147,"Hele Bay, Ilfracombe, Devon",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Beara-Fm/Bluebell-Cottage-1085766.html?_hsearch=220406624df7a4d268b&_price=1543&_display=1#duration=7&start=2022-08-19&changeover=5
The Cottage,1135,was £1404,"Ampleforth near Helmsley, North York Moors & Coast",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Ampleforth/The-Cottage-12537.html?_hsearch=220406624df7a4d65aa&_price=1135&_display=1#duration=7&start=2022-08-19&changeover=5
65 Waterside Park,1083,was £1493,"Corton, Norfolk",5,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Norfolk-Corton/65-Waterside-Park-1079753.html?_hsearch=220406624df7a4dabf9&_price=1083&_display=1#duration=7&start=2022-08-19&changeover=5
Chalet H7,702,was £973,"St Merryn, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-St-Merryn/Chalet-H7-955709.html?_hsearch=220406624df7a4ddbf8&_price=702&_display=1#duration=7&start=2022-08-20&changeover=6
Cherrywood Manor,894,was £1228,"Bodmin, Cornwall",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Berry-Tower/Cherrywood-Manor-1011172.html?_hsearch=220406624df7a4ef76f&_price=894&_display=1#duration=7&start=2022-08-20&changeover=6
Wards Court 2,660,was £914,"Frampton On Severn, Gloucestershire",6,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Frampton-On-Severn/Wards-Court-2-4061.html?_hsearch=220406624df7a5100f2&_price=660&_display=1#duration=7&start=2022-08-19&changeover=5
Hawkesbury,3105,was £3733,"Falmouth, Cornwall",8,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Falmouth/Hawkesbury-1038660.html?_hsearch=220406624df7a51a4af&_price=3105&_display=1#duration=7&start=2022-08-20&changeover=6
Park Road,875,was £1201,"Blackpool, Cumbria & The Lake District",6,3,No,4.9,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Stanley-Park/168-Park-Road-1037530.html?_hsearch=220406624df7a51d84d&_price=875&_display=1#duration=7&start=2022-08-19&changeover=5
2 bedroom Lodge at Pevensey Bay,1152,was £1599,"Pevensey Bay, Sussex",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Sussex-Crumbles/2-bedroom-Lodge-at-Pevensey-Bay-1043960.html?_hsearch=220406624df7a521cda&_price=1152&_display=1#duration=7&start=2022-08-19&changeover=5
The Long Barn,888,was £1220,"Duntisbourne Abbots near Cirencester, Gloucestershire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Duntisbourne-Abbots/The-Long-Barn-948003.html?_hsearch=220406624df7a5303e0&_price=888&_display=1#duration=7&start=2022-08-20&changeover=6
Chalet 76,697,was £966,"St Merryn, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-St-Merryn/Chalet-76-955700.html?_hsearch=220406624df7a533c0f&_price=697&_display=1#duration=7&start=2022-08-20&changeover=6
